,product_id,product_name,aisle_id,department_id,organic,aisle,department,organic_produce
1164,12278,Curate Nutrition Bar Irresistible Dark Chocolate Strawberries & Pistachios,3,19,0,energy granola bars,snacks,0
1165,12280,Vanilla Almond Bar,3,19,0,energy granola bars,snacks,0
1166,12483,Chocolate Brownie Wonder Crispy Protein Energy Bar,3,19,0,energy granola bars,snacks,0
1167,12557,Organic Chewy Dark Chocolate Almond Granola Bars,3,19,1,energy granola bars,snacks,0
1168,12657,Peanut Almond & Dark Chocolate Protein Chewy Bars,3,19,0,energy granola bars,snacks,0
1169,12689,Crunchy Peanut Choco Crunch Granola Bars,3,19,0,energy granola bars,snacks,0
1170,12741,Chocolate Almond Coconut High Protein & Fiber Bar,3,19,0,energy granola bars,snacks,0
1171,12791,Organic Protein Chewy Peanut Butter Chocolate Chip Granola Bars,3,19,1,energy granola bars,snacks,0
1172,12805,Almond Butter Biscuits,3,19,0,energy granola bars,snacks,0
1173,12857,Mint Chocolate Chip High Protein Bar,3,19,0,energy granola bars,snacks,0
1174,12858,Pecan Pie Fruit & Nut Food Bar,3,19,0,energy granola bars,snacks,0
1175,12995,Cacao Hemp Walnut Bar,3,19,0,energy granola bars,snacks,0
1176,13012,Nut Butter Coconut Almond Butter,3,19,0,energy granola bars,snacks,0
1177,13107,The Complete Cookie Double Chocolate,3,19,0,energy granola bars,snacks,0
1178,13192,PB & Chocolate Chip Nirvana Protein Bar,3,19,0,energy granola bars,snacks,0
1179,13194,Chewy Granola Bars Variety Pack,3,19,0,energy granola bars,snacks,0
1180,13256,Cappuccino,3,19,0,energy granola bars,snacks,0
1181,13271,Maple Almond Protein Bar,3,19,0,energy granola bars,snacks,0
1182,13300,"Nutrition Energy Bar, Dark Chocolate Coconut",3,19,0,energy granola bars,snacks,0
1183,13358,Chocolate Chip Cookie Dough Protein Bar,3,19,0,energy granola bars,snacks,0
1184,13383,Jammy Sammy Apple Cinnamon & Oatmeal Snack Size Sandwich Bar,3,19,0,energy granola bars,snacks,0
1185,13425,Blueberry Bliss Luna Bar,3,19,0,energy granola bars,snacks,0
1186,13454,Nuts Coffee Honey Organic Snack Bar,3,19,1,energy granola bars,snacks,0
1187,13494,Peanut Butter Cookie Luna Bar,3,19,0,energy granola bars,snacks,0
1188,13602,Wheat Krisp Protein Bar,3,19,0,energy granola bars,snacks,0
1189,13651,Special K Chocolate Caramel Protein Meal Bar,3,19,0,energy granola bars,snacks,0
1190,13742,Organic Coconut Almond Peanut,3,19,1,energy granola bars,snacks,0
1191,13754,Chocolate Espresso High Protein Bar,3,19,0,energy granola bars,snacks,0
1192,13765,Mango Chia Bar,3,19,0,energy granola bars,snacks,0
1193,13873,Crunch Chocolate Dipped Mixed Nuts,3,19,0,energy granola bars,snacks,0
1194,13928,"Energizing Bites, Crunchy, Almond Blueberry Lemon",3,19,0,energy granola bars,snacks,0
1195,13960,Almond Walnut Macadamia With Peanuts Plus Protein Bars,3,19,0,energy granola bars,snacks,0
1196,14003,Sport Chocolate Coconut Almond Energy Bar,3,19,0,energy granola bars,snacks,0
1197,14025,Almond Oat Bars,3,19,0,energy granola bars,snacks,0
1198,14045,Crunchy Honey Oat Flax Granola & Seed Bars,3,19,0,energy granola bars,snacks,0
1199,14050,Double Chocolate Chip Protein Bar,3,19,0,energy granola bars,snacks,0
1200,14133,Lean Protein & Fiber Bar Chocolate Almond Brownie,3,19,0,energy granola bars,snacks,0
1201,14186,Organic Nut Butter Buddha Protein Bar,3,19,1,energy granola bars,snacks,0
1202,14209,Organic Raspberry Energy Chews,3,19,1,energy granola bars,snacks,0
1203,14225,Shot Bloks Cran-Razz Energy Chews,3,19,0,energy granola bars,snacks,0
1204,14240,Organic Sunflower Butter Chocolate Macrobar,3,19,1,energy granola bars,snacks,0
1205,14356,Organic Trail Mix Pumpkin N Spice Flax Plus Chewy Granola Bars,3,19,1,energy granola bars,snacks,0
1206,14395,Gluten Free Nut Bar Cranberry,3,19,0,energy granola bars,snacks,0
1207,14447,Chocolate Mint Builder's Bar,3,19,0,energy granola bars,snacks,0
1208,14466,Oat Chocolate Chip Coconut Whenever Bars,3,19,0,energy granola bars,snacks,0
1209,14520,Chewy Chocolate Chip Protein Bars,3,19,0,energy granola bars,snacks,0
1210,14627,Organic Chewy Oatmeal Raisin Granola Bars,3,19,1,energy granola bars,snacks,0
1211,14652,Cocoa Loco Baked Chewy Bars,3,19,0,energy granola bars,snacks,0
1212,14656,Organic Protein Bar Cocoa Almond,3,19,1,energy granola bars,snacks,0
1213,14683,Banana Nut Muffin Flavor Protein Bar,3,19,0,energy granola bars,snacks,0
1214,14739,Chocolate Dipped Coconut,3,19,0,energy granola bars,snacks,0
1215,14740,Builder's® Chocolate Mint Protein Bars,3,19,0,energy granola bars,snacks,0
1216,14761,Honey Almond Flax Chewy Granola Bars,3,19,0,energy granola bars,snacks,0
1217,14770,Cranberry Granola Bars,3,19,0,energy granola bars,snacks,0
1218,14778,Organic Chocolate Chip Chewy Granola Bars,3,19,1,energy granola bars,snacks,0
1219,14806,The Original Fruit & Nut Food Bars Chocolate Chip Brownie,3,19,0,energy granola bars,snacks,0
1220,14833,Sweet Rejuvenation Cashew Butter Macrobar,3,19,0,energy granola bars,snacks,0
1221,14846,Gluten Free Chocolate Almond Bar,3,19,0,energy granola bars,snacks,0
1222,14902,Berry Lemonade with Chia Chewy Granola Bars,3,19,0,energy granola bars,snacks,0
1223,14982,Chocolate Peanut Mini Snack Nutrition Bars,3,19,0,energy granola bars,snacks,0
1224,15041,"Superfood Cranberry, Almond & Lucuma Seedbar",3,19,0,energy granola bars,snacks,0
1225,15064,Strong Roasted Jalapeno Almond Protein Bar,3,19,0,energy granola bars,snacks,0
1226,15068,Organic Coconut Mango Energy Bar,3,19,1,energy granola bars,snacks,0
1227,15207,Strawberry Granola Bar,3,19,0,energy granola bars,snacks,0
1228,15251,Nut & Spices Bar Dark Chocolate Almond Mint,3,19,0,energy granola bars,snacks,0
1229,15373,"Simple Nut Bar with Almond, Cashew, and Sea Salt",3,19,0,energy granola bars,snacks,0
1230,15389,Honey Salted Peanut,3,19,0,energy granola bars,snacks,0
1231,15433,Oatmeal Raisin Walnut Bar,3,19,0,energy granola bars,snacks,0
1232,15467,Core Gluten Free Mint Chocolate Bar,3,19,0,energy granola bars,snacks,0
1233,15650,Crunchy Peanut Butter Granola,3,19,0,energy granola bars,snacks,0
1234,15679,Triple Chocolate Muscle Brownie,3,19,0,energy granola bars,snacks,0
1235,15697,Apricot  Walnut & Coconut Granola Bar,3,19,0,energy granola bars,snacks,0
1236,15698,Peanut Butter & Strawberry Fruit & Nut Bar,3,19,0,energy granola bars,snacks,0
1237,15821,Fudge Dipped Coconut Granola Bars,3,19,0,energy granola bars,snacks,0
1238,15841,Organic Dark Chocolate Almond & Sea Salt Trail Mix Bar,3,19,1,energy granola bars,snacks,0
1239,15986,Chocolate Almond Bar,3,19,0,energy granola bars,snacks,0
1240,16072,Sport Chocolate Peanut Butter Protein Bar,3,19,0,energy granola bars,snacks,0
1241,16217,Crunchy Roasted Almond Granola Bars,3,19,0,energy granola bars,snacks,0
1242,16241,Peanut Butter Chocolate Chip Meal Bar,3,19,0,energy granola bars,snacks,0
1243,16246,Dark Chocolate Salted Caramel Protein Nut Bar,3,19,0,energy granola bars,snacks,0
1244,16254,ZBar Organic Chocolate Brownie Energy Snack,3,19,1,energy granola bars,snacks,0
1245,16314,Organic Sweet & Salty Peanut Choco Chewy Granola Bars,3,19,1,energy granola bars,snacks,0
1246,16322,Double Dark Chocolate Nutrition Bar,3,19,0,energy granola bars,snacks,0
1247,16381,Protein Bar Double Chocolate Chunk,3,19,0,energy granola bars,snacks,0
1248,16399,Organic Cashew Cacao Oatmeal,3,19,1,energy granola bars,snacks,0
1249,16443,Special K Chocolate Peanut Butter Bar,3,19,0,energy granola bars,snacks,0
1250,16464,Sweet & Salty Nut Almond Granola Bars,3,19,0,energy granola bars,snacks,0
1251,16501,Currant + Mint Lamb Bar,3,19,0,energy granola bars,snacks,0
1252,16509,Organic Live Food Bar Heavenly Hazelnut Chocolate,3,19,1,energy granola bars,snacks,0
1253,16557,Acai Berry Chia Bars,3,19,0,energy granola bars,snacks,0
1254,16655,Protein And Fiber Chocolate Almond Coconut Bar,3,19,0,energy granola bars,snacks,0
1255,16665,Banana Bread Sprouted Bar,3,19,0,energy granola bars,snacks,0
1256,16773,All Natural Peanut Butter Oat Bar,3,19,0,energy granola bars,snacks,0
1257,16793,"Protein Bar, High, White Chocolate",3,19,0,energy granola bars,snacks,0
1258,16812,Chocolate Peanut Butter Crisp Energy Bar,3,19,0,energy granola bars,snacks,0
1259,16877,Oats & Honey Granola Bars,3,19,0,energy granola bars,snacks,0
1260,16897,Trail Mix Chewy Granola,3,19,0,energy granola bars,snacks,0
1261,16906,Chocolate Chip Cookie Dough Fruit & Nut Bars,3,19,0,energy granola bars,snacks,0
1262,16994,Chocolate Brownie Kid Z Bar,3,19,0,energy granola bars,snacks,0
1263,17002,Strawberry ZFruit,3,19,0,energy granola bars,snacks,0
1264,17037,Bodacious Blueberry Vanilla Energy Bar,3,19,0,energy granola bars,snacks,0
1265,17047,Chocolate Craze Nutrition Bar,3,19,0,energy granola bars,snacks,0
1266,17084,Peanut Butter & Honey Nutrition Bar,3,19,0,energy granola bars,snacks,0
1267,17156,Jr. Organic Chocolate Cherry Granola Bars,3,19,1,energy granola bars,snacks,0
1268,17188,Chocolate Almond Raisin,3,19,0,energy granola bars,snacks,0
1269,17224,Oats & Honey Gluten Free Granola,3,19,0,energy granola bars,snacks,0
1270,17267,Bite Organic Peanut Butter Crunch Snack Bar,3,19,1,energy granola bars,snacks,0
1271,17292,Dark Chocolate Chili Almond Bars,3,19,0,energy granola bars,snacks,0
1272,17373,Almond Butter Mini Bar,3,19,0,energy granola bars,snacks,0
1273,17403,Caramel Almond & Sea Salt Fruit & Nut Bars,3,19,0,energy granola bars,snacks,0
1274,17509,Fiber d'Lish Soft Baked Delicious Treat Peanut Chocolate Chip Bar,3,19,0,energy granola bars,snacks,0
1275,17535,Protein Energy Bar Original Cookies & Creme,3,19,0,energy granola bars,snacks,0
1276,17585,Raspberry Blast Fruit and Chia Seed Bar,3,19,0,energy granola bars,snacks,0
1277,17639,"Cherry Pie, Cashew Cookie & Apple Pie Mini Bars",3,19,0,energy granola bars,snacks,0
1278,17730,Peanut Toffee Buzz Energy Bar,3,19,0,energy granola bars,snacks,0
1279,17761,"Protein Bar, Organic, Walnut Fudge Brownie",3,19,1,energy granola bars,snacks,0
1280,17847,Carob Chip,3,19,0,energy granola bars,snacks,0
1281,17891,Peanut Butter Natural Protein Bar,3,19,0,energy granola bars,snacks,0
1282,17918,Sweet & Salty Mountain Mix,3,19,0,energy granola bars,snacks,0
1283,17932,Endulge Peanut Butter Cups,3,19,0,energy granola bars,snacks,0
1284,17963,Coconut & Hawaiian Pink Salt Bar,3,19,0,energy granola bars,snacks,0
1285,17974,Almond Cashew with Flax + Omega-3 Fruit & Nut Bar,3,19,0,energy granola bars,snacks,0
1286,18005,Brightside Blueberry Soft Baked Granola Packs,3,19,0,energy granola bars,snacks,0
1287,18059,Fruit and Nut Bar - Peanut Butter Chocolate Chip,3,19,0,energy granola bars,snacks,0
1288,18146,Mocha Chocolate Protein Bar,3,19,0,energy granola bars,snacks,0
1289,18154,Vanilla Almond Bars,3,19,0,energy granola bars,snacks,0
1290,18264,Bar Oat Chocolate,3,19,0,energy granola bars,snacks,0
1291,18281,Popped Dark Chocolate with Sea Salt Granola Bar,3,19,0,energy granola bars,snacks,0
1292,18436,Nuts & Spices/Dark Chocolate Almond Mint Nutrition Bar,3,19,0,energy granola bars,snacks,0
1293,18444,Apple + Blueberry Fruit Bar,3,19,0,energy granola bars,snacks,0
1294,18500,Dipps Caramel Nut Granola Bars,3,19,0,energy granola bars,snacks,0
1295,18512,Chocolate Energy Bar,3,19,0,energy granola bars,snacks,0
1296,18708,Organic Turmeric Ginger & Beet Superfoods Bar,3,19,1,energy granola bars,snacks,0
1297,18771,GoLean Dark Chocolate Cashew Chia Plant-Powered Bar,3,19,0,energy granola bars,snacks,0
1298,18805,Chocolate Chip Bar,3,19,0,energy granola bars,snacks,0
1299,18820,Sunny Hemp Plus Granola Bars,3,19,0,energy granola bars,snacks,0
1300,18851,Apple Cinnamon & Pecan Fruit & Nut Bar,3,19,0,energy granola bars,snacks,0
1301,18859,Wild Boar Uncured Bar,3,19,0,energy granola bars,snacks,0
1302,18961,Organic Dark Chocolate Pomegranate Trail Mix Bar,3,19,1,energy granola bars,snacks,0
1303,18993,Organic Cashew Caramel Macrobar,3,19,1,energy granola bars,snacks,0
1304,19115,Blueberry Pecan Plus Fiber Fruit & Nut Bar,3,19,0,energy granola bars,snacks,0
1305,19270,Organic Ancient Grains Bar,3,19,1,energy granola bars,snacks,0
1306,19314,Stronger Cookies 'n Cream Protein Bar,3,19,0,energy granola bars,snacks,0
1307,19364,Protein Chocolate Peanut Butter Nourishing Food Bar,3,19,0,energy granola bars,snacks,0
1308,19365,"Nut Bar, Chocolate Chunk",3,19,0,energy granola bars,snacks,0
1309,19382,Crunch Granola Bar Chocolate Chip,3,19,0,energy granola bars,snacks,0
1310,19443,Dark Chocolate Cherry Cashew Plus Antioxidants Bars,3,19,0,energy granola bars,snacks,0
1311,19542,Organic Green Superfood Chocolate Chip Coconut Bar,3,19,1,energy granola bars,snacks,0
1312,19598,Organic Bar Banana Coconut,3,19,1,energy granola bars,snacks,0
1313,19601,Natural Foods PB&J Strawberry and Peanut Butter Sandwich Bars - 5 CT,3,19,0,energy granola bars,snacks,0
1314,19821,Chocolate Chip,3,19,0,energy granola bars,snacks,0
1315,19846,The Original Fruit and Nut Food Bar - Peanut Butter Cookie,3,19,0,energy granola bars,snacks,0
1316,19951,Caramel Macchiato Granola Bars,3,19,0,energy granola bars,snacks,0
1317,20004,Chocolate Peanut Butter Nutrition Bars,3,19,0,energy granola bars,snacks,0
1318,20008,Sweet And Salty Almond Bar,3,19,0,energy granola bars,snacks,0
1319,20048,Dark Chocolate Cherry Almond,3,19,0,energy granola bars,snacks,0
1320,20098,Protein Energy Bar Original Peanut Butter Creme,3,19,0,energy granola bars,snacks,0
1321,20103,Organic Almond Butter Cup Live Food Bar,3,19,1,energy granola bars,snacks,0
1322,20115,Organic Trail Mixer Gluten Free Chewy Granola Bars,3,19,1,energy granola bars,snacks,0
1323,20183,Strong Honey Smoked BBQ Almond Protein Bar,3,19,0,energy granola bars,snacks,0
1324,20333,Cherry Fruit Bar,3,19,0,energy granola bars,snacks,0
1325,20413,Berry Pomegranate Chia Energy Bar,3,19,0,energy granola bars,snacks,0
1326,20773,Chocolate Cherry Almond Bites,3,19,0,energy granola bars,snacks,0
1327,20876,Crunchy Peanut Butter Energy Bar,3,19,0,energy granola bars,snacks,0
1328,20975,GFB The Gluten Free Bar Peanut Butter,3,19,0,energy granola bars,snacks,0
1329,20985,Trail Mix Fruit & Nut Chewy Granola Bars,3,19,0,energy granola bars,snacks,0
1330,21039,"Nut, Spice, Black Truffle, Sea Salt Bar",3,19,0,energy granola bars,snacks,0
1331,21069,Organic Dark Chocolate Pomegranate Chewy Granola & Seed Bar,3,19,1,energy granola bars,snacks,0
1332,21167,Lemon Vanilla Luna Protein,3,19,0,energy granola bars,snacks,0
1333,21303,Lean Protein & Fiber Bar Chunky Chocolate Peanut,3,19,0,energy granola bars,snacks,0
1334,21356,Chocolate Peanut Butter Energy Bar,3,19,0,energy granola bars,snacks,0
1335,21357,Caramel Chocolate Nut Roll Snack Bar,3,19,0,energy granola bars,snacks,0
1336,21450,Dark Chocolate Peanut Butter Nutrition Bar,3,19,0,energy granola bars,snacks,0
1337,21546,Chocolate Dipped Coconut Bar Box,3,19,0,energy granola bars,snacks,0
1338,21670,Raspberry Truffle Nutrition Bar,3,19,0,energy granola bars,snacks,0
1339,21725,Tlc Fruit & Grain Bars Peanutty Dark Chocolate,3,19,0,energy granola bars,snacks,0
1340,21914,Peanut Butter & Jelly Fruit & Nut Food Bar,3,19,0,energy granola bars,snacks,0
1341,21978,Pulled Pork Pineapple Bar,3,19,0,energy granola bars,snacks,0
1342,22085,Black Cherry Almond Energy Bar,3,19,0,energy granola bars,snacks,0
1343,22140,Chocolate Chip Granola Meal Bars,3,19,0,energy granola bars,snacks,0
1344,22161,Sierra Trail Mix Energy Bars,3,19,0,energy granola bars,snacks,0
1345,22195,Kit's Organic Dark Chocolate Almond Coconut Fruit & Nut Bar,3,19,1,energy granola bars,snacks,0
1346,22227,Coconut Cream Pie,3,19,0,energy granola bars,snacks,0
1347,22261,Kits Organic Dark Chocolate Peanut Bar,3,19,1,energy granola bars,snacks,0
1348,22277,Honey Roasted Nuts & Sea Salt Bar,3,19,0,energy granola bars,snacks,0
1349,22336,Chocolate Peanut Butter Perfect Nutrition Bars,3,19,0,energy granola bars,snacks,0
1350,22375,Gluten Free Maple Pecan Oat Bar,3,19,0,energy granola bars,snacks,0
1351,22481,Chocolate Chip Peanut Crunch Bars,3,19,0,energy granola bars,snacks,0
1352,22600,Key Lime Pie,3,19,0,energy granola bars,snacks,0
1353,22700,Blueberry Greek Yogurt Meal Bars,3,19,0,energy granola bars,snacks,0
1354,22708,Chocolate Coconut Nutrition Bar,3,19,0,energy granola bars,snacks,0
1355,22760,Organic Coconut Granola MacroBar,3,19,1,energy granola bars,snacks,0
1356,22781,Pressed Pineapple Coconut Chia,3,19,0,energy granola bars,snacks,0
1357,22783,Organic Peanut Energy Bar,3,19,1,energy granola bars,snacks,0
1358,22915,Builder's Chocolate Peanut Butter Bar,3,19,0,energy granola bars,snacks,0
1359,22917,Kit's Organic Dark Chocolate Walnut Fruit & Nut Bar,3,19,1,energy granola bars,snacks,0
1360,22933,Protein Bar Chocolate Peanut Butter,3,19,0,energy granola bars,snacks,0
1361,22974,Chocolate Peanut Butter Meal Bar,3,19,0,energy granola bars,snacks,0
1362,23093,Almond Cookie Pow Wow Energy Bar,3,19,0,energy granola bars,snacks,0
1363,23116,Chocolate Chip Crunchy Cookies,3,19,0,energy granola bars,snacks,0
1364,23219,Nutz Over Chocolate,3,19,0,energy granola bars,snacks,0
1365,23291,Coconut Chia Bar,3,19,0,energy granola bars,snacks,0
1366,23373,Chocolate Peanut Crisp Protein Bar,3,19,0,energy granola bars,snacks,0
1367,23485,Cinnamon Raisin Oat Bar,3,19,0,energy granola bars,snacks,0
1368,23489,Envirokidz Peanut Choco Crispy Rice Bars,3,19,0,energy granola bars,snacks,0
1369,23579,Peanut Butter Chocolate Chip Fruit & Nut Food Bar,3,19,0,energy granola bars,snacks,0
1370,23611,Endulge Peanut Caramel Cluster,3,19,0,energy granola bars,snacks,0
1371,23619,Brownie Crunch Bar Dark Chocolate,3,19,0,energy granola bars,snacks,0
1372,23698,Yogurt Honey Peanut Nutrition Energy Bars,3,19,0,energy granola bars,snacks,0
1373,23716,Cashew Cookie,3,19,0,energy granola bars,snacks,0
1374,23732,Cranberry Orange Oat Bar,3,19,0,energy granola bars,snacks,0
1375,23783,"Almond Coconut Bar, Organic",3,19,1,energy granola bars,snacks,0
1376,24035,Coconut  Chocolate Bar,3,19,0,energy granola bars,snacks,0
1377,24041,Cookie Dough Nutrition Bar,3,19,0,energy granola bars,snacks,0
1378,24106,Brown Rice Creamy Vanilla Marshmallow Treats,3,19,0,energy granola bars,snacks,0
1379,24152,Crunchy Pecan Crunch Granola Bars,3,19,0,energy granola bars,snacks,0
1380,24342,Big Chewy Peanut Butter Chocolate Chip Granola,3,19,0,energy granola bars,snacks,0
1381,24376,Chewy Girl Scouts Thin Mints,3,19,0,energy granola bars,snacks,0
1382,24398,Endulge Caramel Nut Chew Bars,3,19,0,energy granola bars,snacks,0
1383,24443,The GFB Oatmeal Raisin Bar,3,19,0,energy granola bars,snacks,0
1384,24495,Hickory Smoked Almond Protein Bar,3,19,0,energy granola bars,snacks,0
1385,24518,Gluten Free Lemonzest Nutrition bar,3,19,0,energy granola bars,snacks,0
1386,24551,90 Calorie Chocolate Peanut Butter Brownies,3,19,0,energy granola bars,snacks,0
1387,24564,Organic Chili Pep Nutrition Bar,3,19,1,energy granola bars,snacks,0
1388,24632,Fruit & Nut Bar Raspberry Cashew & Chia,3,19,0,energy granola bars,snacks,0
1389,24788,Bite Organic Snack Bar Peanut Butter Chocolate Chip,3,19,1,energy granola bars,snacks,0
1390,24839,Dark Chocolate Coconut Bars,3,19,0,energy granola bars,snacks,0
1391,24844,Vanilla Energy Waffle,3,19,0,energy granola bars,snacks,0
1392,25060,Iced Oatmeal Raisin Bar,3,19,0,energy granola bars,snacks,0
1393,25090,Grass-Fed Whey Nutrition Bar,3,19,0,energy granola bars,snacks,0
1394,25103,Chocolate Chip Cookie Dough Nutrition Bars,3,19,0,energy granola bars,snacks,0
1395,25130,Nature's Path Organic EnviroKidz Chocolate Chip Granola Bars,3,19,1,energy granola bars,snacks,0
1396,25197,Iced Oatmeal Cookie Kid Z Bar,3,19,0,energy granola bars,snacks,0
1397,25238,Strawberry Bliss Energy Bar,3,19,0,energy granola bars,snacks,0
1398,25346,Peanut Butter Dark Chocolate + Protein Bar,3,19,0,energy granola bars,snacks,0
1399,25387,Base Cookie Dough Protein Bar,3,19,0,energy granola bars,snacks,0
1400,25447,Peanut Butter Chocolate Chip Fruit & Nut Bars,3,19,0,energy granola bars,snacks,0
1401,25482,Blueberry Blast Fruit and Chia Seed Bar,3,19,0,energy granola bars,snacks,0
1402,25731,Maple Bacon Blueberry Meat Bar,3,19,0,energy granola bars,snacks,0
1403,25805,Madagascar Vanilla Almond Nuts & Spices Bars,3,19,0,energy granola bars,snacks,0
1404,25927,Organic Chocolate Brownie Bar,3,19,1,energy granola bars,snacks,0
1405,26012,Chocolate Chip Peanut Protein Bar,3,19,0,energy granola bars,snacks,0
1406,26021,Caramel Nut Brownie,3,19,0,energy granola bars,snacks,0
1407,26023,Organic Chewy Honey Roasted Nut Granola Bars,3,19,1,energy granola bars,snacks,0
1408,26102,Kids Oatmeal & Chocolate Chunk Snack Bar,3,19,0,energy granola bars,snacks,0
1409,26223,Cranberry Almond Plus Fruit & Nut Bars,3,19,0,energy granola bars,snacks,0
1410,26270,Lemon Cashew Protein Bar,3,19,0,energy granola bars,snacks,0
1411,26337,Granola Bites Blueberry Almond,3,19,0,energy granola bars,snacks,0
1412,26386,Protein Energy Bar Original Peanut Butter Fudge,3,19,0,energy granola bars,snacks,0
1413,26411,Organic Gojiberry Granola,3,19,1,energy granola bars,snacks,0
1414,26427,Fruit & Nut Delight Bar,3,19,0,energy granola bars,snacks,0
1415,26485,Chunky Peanut Butter Chocolate Super Food Bar,3,19,0,energy granola bars,snacks,0
1416,26518,Chocolate Coconut Protein Bar,3,19,0,energy granola bars,snacks,0
1417,26551,"Bars, Blueberry",3,19,0,energy granola bars,snacks,0
1418,26629,Cherry Pie Fruit & Nut Bar,3,19,0,energy granola bars,snacks,0
1419,26647,White Chocolate Macadamia Nutrition Bars,3,19,0,energy granola bars,snacks,0
1420,26735,Vanilla Almond Crisp Protein Bar,3,19,0,energy granola bars,snacks,0
1421,26753,Chocolate Energy Bars And Gels,3,19,0,energy granola bars,snacks,0
1422,26793,Gluten Free Peach Apricot Bars,3,19,0,energy granola bars,snacks,0
1423,26810,Organic Date Pecan & Coconut Granola Bar,3,19,1,energy granola bars,snacks,0
1424,26887,Dark Chocolate Berry Bar,3,19,0,energy granola bars,snacks,0
1425,26968,Maple Glazed Pecan & Sea Salt Bars,3,19,0,energy granola bars,snacks,0
1426,26983,Strawberry Shot Bloks Energy Chews,3,19,0,energy granola bars,snacks,0
1427,27074,Turkey Cranberry Bar,3,19,0,energy granola bars,snacks,0
1428,27272,"Protein Bar, Real Dark Chocolate, with Caramel",3,19,0,energy granola bars,snacks,0
1429,27460,Day Break Peanut Butter Fudge Crisp Morning Snack/Light Breakfast Bars,3,19,0,energy granola bars,snacks,0
1430,27484,Peanut Cacao Protein Blast Energy Ball,3,19,0,energy granola bars,snacks,0
1431,27612,90 Calorie Lemon Bars,3,19,0,energy granola bars,snacks,0
1432,27736,Blueberry Protein Bar Box,3,19,0,energy granola bars,snacks,0
1433,27773,Active Greens Food Bar,3,19,0,energy granola bars,snacks,0
1434,27803,Apricot Energy Bar,3,19,0,energy granola bars,snacks,0
1435,27810,Gluten Free Cranberry Almond Snack Bars,3,19,0,energy granola bars,snacks,0
1436,27849,Uber Sweet And Salty Fruit And Nut Bar Coconut Macroon Bar,3,19,0,energy granola bars,snacks,0
1437,27875,Sunflower Cinnamon Protein Bar,3,19,0,energy granola bars,snacks,0
1438,27905,Strawberry Yogurt Nutrition Bar,3,19,0,energy granola bars,snacks,0
1439,27981,Granola Bars,3,19,0,energy granola bars,snacks,0
1440,28027,Moringa Crunchy Almond Bar,3,19,0,energy granola bars,snacks,0
1441,28097,Snack Bar Chocolate Pretzel,3,19,0,energy granola bars,snacks,0
1442,28177,Fruit & Nut Apple Pie Crunch Chia Plus Granola Bars,3,19,0,energy granola bars,snacks,0
1443,28193,Banana Chocolate Chip Soft n' Chewy Bars,3,19,0,energy granola bars,snacks,0
1444,28202,"Healthy Grains with Chia Seeds, Raspberry Clusters",3,19,0,energy granola bars,snacks,0
1445,28286,Kid Z Bar Organic S'mores Energy Bars,3,19,1,energy granola bars,snacks,0
1446,28390,Chicken Meat with Currant & Sesame BBQ Seasoning,3,19,0,energy granola bars,snacks,0
1447,28408,Organic Blueberry Coconut Energy+ Bar,3,19,1,energy granola bars,snacks,0
1448,28549,Fruit and Nut Bar Peanut Butter Cookie,3,19,0,energy granola bars,snacks,0
1449,28622,Honey Salted Peanut Bar,3,19,0,energy granola bars,snacks,0
1450,28771,Baked Chewy Bars Caramel Apple,3,19,0,energy granola bars,snacks,0
1451,28801,Organic Mixed Berry Snack Bar,3,19,1,energy granola bars,snacks,0
1452,28910,Dark Mocha Almond Granola,3,19,0,energy granola bars,snacks,0
1453,28930,White Chocolate Macadamia Nutrition Bar,3,19,0,energy granola bars,snacks,0
1454,28940,Roasted Almond Crunch Crunchy Granola Bars,3,19,0,energy granola bars,snacks,0
1455,29023,Fruit and Nut Protein Clusters,3,19,0,energy granola bars,snacks,0
1456,29120,Organic Coconut Chocolate Chip Protein Bar,3,19,1,energy granola bars,snacks,0
1457,29163,Cf Chry Almnd Grnola 11,3,19,0,energy granola bars,snacks,0
1458,29249,Blueberry Crisp Energy Bars,3,19,0,energy granola bars,snacks,0
1459,29337,"Granola Bars, Gojiberry Triple Yum-Yum",3,19,0,energy granola bars,snacks,0
1460,29358,Organic Almond Energy Bar,3,19,1,energy granola bars,snacks,0
1461,29389,Dark Chocolate Crunch Protein Bar,3,19,0,energy granola bars,snacks,0
1462,29478,Fudge Graham Nutrition Bar,3,19,0,energy granola bars,snacks,0
1463,29507,Pomegranate Passion Organic Energy Chews,3,19,1,energy granola bars,snacks,0
1464,29881,Pure Protein Chocolate Peanut Butter Bars,3,19,0,energy granola bars,snacks,0
1465,29940,S'mores Builder's Protein Bar,3,19,0,energy granola bars,snacks,0
1466,29967,Protein Bar Chocolate Sea Salt,3,19,0,energy granola bars,snacks,0
1467,29988,Chocolate Granola Bars,3,19,0,energy granola bars,snacks,0
1468,30146,Sierra Trail Mix Energy Bar,3,19,0,energy granola bars,snacks,0
1469,30319,Chocolate Almond Fudge Energy Bar,3,19,0,energy granola bars,snacks,0
1470,30326,Whole Nutrition Bar Chocolate Cupcake,3,19,0,energy granola bars,snacks,0
1471,30390,Peanut Butter Dark Chocolate Chunk,3,19,0,energy granola bars,snacks,0
1472,30425,Chewy Chocolate Chip Granola Bars,3,19,0,energy granola bars,snacks,0
