user_id,organic,organic_produce
49833,20,6
49834,48,20
49835,104,53
49836,3,1
49837,8,7
49838,3,0
49839,26,17
49840,28,15
49841,34,21
49842,119,61
49843,5,2
49844,36,18
49845,0,0
49846,2,2
49847,0,0
49848,20,13
49849,22,10
49850,0,0
49851,16,11
49852,34,18
49853,13,4
49854,3,3
49855,33,15
49856,10,4
49857,14,12
49858,14,6
49859,9,4
49860,1,0
49861,0,0
49862,50,17
49863,10,6
49864,5,5
49865,0,0
49866,44,22
49867,95,30
49868,96,39
49869,7,3
49870,0,0
49871,14,4
49872,10,7
49873,27,18
49874,13,13
49875,6,4
49876,10,5
49877,4,1
49878,79,40
49879,1,1
49880,19,2
49881,14,9
49882,4,0
49883,30,17
49884,25,17
49885,0,0
49886,2,1
49887,7,5
49888,19,11
49889,70,24
49890,16,5
49891,2,0
49892,16,8
49893,6,5
49894,2,0
49895,6,2
49896,30,13
49897,8,5
49898,7,5
49899,3,1
49900,3,2
49901,24,16
49902,112,41
49903,8,0
49904,8,2
49905,33,13
49906,1,0
49907,17,8
49908,39,23
49909,0,0
49910,94,24
49911,31,11
49912,6,5
49913,15,10
49914,1,1
49915,0,0
49916,10,0
49917,10,4
49918,16,6
49919,19,17
49920,64,31
49921,6,4
49922,9,2
49923,42,13
49924,27,12
49925,28,12
49926,7,2
49927,3,2
49928,0,0
49929,10,3
49930,21,10
49931,27,4
49932,2,0
49933,2,1
49934,16,7
49935,3,3
49936,54,17
49937,20,5
49938,47,28
49939,2,0
49940,20,7
49941,3,0
49942,12,3
49943,35,15
49944,8,3
49945,11,10
49946,6,4
49947,1,0
49948,10,5
49949,6,3
49950,15,9
49951,14,7
49952,15,8
49953,44,27
49954,24,11
49955,2,0
49956,18,8
49957,74,29
49958,6,1
49959,2,0
49960,18,8
49961,5,0
49962,3,3
49963,7,6
49964,7,1
49965,3,3
49966,2,1
49967,9,0
49968,13,4
49969,2,0
49970,64,21
49971,9,5
49972,2,2
49973,116,52
49974,1,0
49975,13,8
49976,20,9
49977,42,18
49978,2,0
49979,5,4
49980,11,5
49981,14,14
49982,12,8
49983,24,11
49984,4,2
49985,0,0
49986,5,2
49987,1,1
49988,24,16
49989,4,1
49990,20,10
49991,12,5
49992,1,1
49993,0,0
49994,6,4
49995,4,3
49996,8,3
49997,13,2
49998,2,2
49999,87,30
50000,22,12
50001,6,4
50002,11,3
50003,4,3
50004,3,0
50005,17,7
50006,8,2
50007,7,6
50008,34,15
50009,41,24
50010,9,4
50011,5,3
50012,75,38
50013,34,13
50014,21,13
50015,4,3
50016,83,34
50017,2,1
50018,4,1
50019,14,7
50020,0,0
50021,89,47
50022,2,0
50023,40,22
50024,132,63
50025,61,22
50026,0,0
50027,34,8
50028,19,0
50029,9,6
50030,5,0
50031,37,20
50032,28,17
50033,2,0
50034,0,0
50035,2,0
50036,8,5
50037,38,17
50038,63,32
50039,0,0
50040,64,27
50041,8,2
50042,7,4
50043,3,2
50044,5,4
50045,8,6
50046,46,11
50047,7,1
50048,20,13
50049,17,8
50050,10,4
50051,5,0
50052,36,23
50053,6,3
50054,15,3
50055,1,1
50056,2,2
50057,1,1
50058,0,0
50059,0,0
50060,11,5
50061,1,1
50062,11,3
50063,3,2
50064,38,18
50065,51,18
50066,32,15
50067,4,2
50068,6,3
50069,23,11
50070,21,13
50071,78,39
50072,0,0
50073,0,0
50074,103,42
50075,12,7
50076,41,22
50077,0,0
50078,6,3
50079,65,36
50080,1,0
50081,117,37
50082,57,32
50083,7,3
50084,70,35
50085,0,0
50086,14,9
50087,145,30
50088,0,0
50089,5,1
50090,1,1
50091,17,5
50092,75,31
50093,44,20
50094,0,0
50095,45,18
50096,49,16
50097,60,24
50098,30,9
50099,79,34
50100,2,1
50101,22,20
50102,48,26
50103,12,2
50104,0,0
50105,26,20
50106,15,10
50107,3,2
50108,34,15
50109,12,6
50110,33,12
50111,47,26
50112,5,0
50113,16,4
50114,31,13
50115,26,7
50116,13,4
50117,29,5
50118,46,26
50119,31,10
50120,1,0
50121,8,2
50122,10,5
50123,20,16
50124,2,1
50125,45,18
50126,26,13
50127,5,1
50128,22,14
50129,9,4
50130,19,12
50131,20,10
50132,6,2
50133,16,6
50134,8,5
50135,49,25
50136,6,5
50137,43,9
50138,0,0
50139,29,10
50140,7,1
50141,0,0
50142,35,19
50143,29,10
50144,21,11
50145,55,33
50146,0,0
50147,26,7
50148,5,4
50149,6,6
50150,0,0
50151,0,0
50152,0,0
50153,4,2
50154,4,1
50155,32,16
50156,59,17
50157,16,6
50158,2,2
50159,25,10
50160,0,0
50161,9,5
50162,1,0
50163,6,4
50164,0,0
50165,19,15
50166,1,0
50167,21,8
50168,54,23
50169,50,35
50170,6,4
50171,37,17
50172,9,6
50173,13,7
50174,55,29
50175,21,11
50176,24,6
50177,29,13
50178,10,5
50179,32,18
50180,37,19
50181,41,19
50182,3,3
50183,9,4
50184,0,0
50185,1,1
50186,5,2
50187,52,15
50188,19,16
50189,3,2
50190,90,34
50191,18,9
50192,0,0
50193,3,2
50194,22,10
50195,78,35
50196,31,20
50197,0,0
50198,10,6
50199,0,0
50200,14,13
50201,11,5
50202,16,12
50203,0,0
50204,137,68
50205,0,0
50206,0,0
50207,8,1
50208,6,3
50209,6,1
50210,19,13
50211,5,2
50212,40,25
50213,29,8
50214,13,9
50215,15,7
50216,54,21
50217,15,4
50218,21,5
50219,4,3
50220,0,0
50221,1,1
50222,2,2
50223,19,9
50224,0,0
50225,22,7
50226,17,10
50227,35,20
50228,6,3
50229,9,3
50230,8,2
50231,7,3
50232,8,3
50233,20,11
50234,2,1
50235,5,3
50236,2,0
50237,110,42
50238,16,4
50239,19,4
50240,3,2
50241,29,12
50242,0,0
50243,8,2
50244,1,0
50245,3,2
50246,58,30
50247,33,26
50248,7,5
50249,27,12
50250,43,20
50251,2,0
50252,7,3
50253,18,11
50254,3,1
50255,7,2
50256,10,7
50257,1,1
50258,1,0
50259,5,0
50260,52,30
50261,1,1
50262,15,5
50263,33,22
50264,5,2
50265,0,0
50266,15,5
50267,58,21
50268,1,0
50269,66,16
50270,0,0
50271,2,1
50272,12,4
50273,30,18
50274,42,20
50275,0,0
50276,76,36
50277,28,6
50278,13,5
50279,21,4
50280,47,30
50281,1,1
50282,6,0
50283,0,0
50284,7,0
50285,11,11
50286,14,1
50287,0,0
50288,0,0
50289,3,0
50290,13,3
50291,4,1
50292,4,3
50293,26,10
50294,28,15
50295,1,1
50296,45,21
50297,8,2
50298,1,0
50299,71,19
50300,3,0
50301,14,6
50302,44,13
50303,12,6
50304,5,2
50305,7,3
50306,9,7
50307,5,3
50308,6,1
50309,3,1
50310,28,17
50311,9,7
50312,17,9
50313,27,14
50314,3,2
50315,0,0
50316,3,0
50317,8,5
50318,2,2
50319,7,4
50320,1,1
50321,60,21
50322,3,0
50323,20,11
50324,18,7
50325,14,3
50326,25,17
50327,2,1
50328,7,4
50329,5,5
50330,0,0
50331,6,1
50332,2,2
50333,10,7
50334,1,0
50335,0,0
50336,45,19
50337,3,1
50338,1,1
50339,4,3
50340,8,4
50341,22,8
50342,1,1
50343,60,20
50344,51,21
50345,3,2
50346,1,0
50347,12,7
50348,9,2
50349,18,11
50350,2,1
50351,9,7
50352,70,25
50353,49,24
50354,75,33
50355,4,2
50356,9,1
50357,0,0
50358,65,28
50359,3,2
50360,13,8
50361,36,17
50362,39,24
50363,66,21
50364,0,0
50365,32,12
50366,4,1
50367,9,5
50368,5,1
50369,1,0
50370,5,3
50371,25,10
50372,2,1
50373,7,4
50374,2,1
50375,57,29
50376,36,18
50377,0,0
50378,2,2
50379,5,3
50380,11,7
50381,36,19
50382,16,9
50383,78,38
50384,1,1
50385,6,4
50386,3,1
50387,8,2
50388,3,2
50389,30,18
50390,2,2
50391,13,1
50392,0,0
50393,6,5
50394,1,1
50395,4,4
50396,2,2
50397,5,4
50398,3,3
50399,51,28
50400,14,13
50401,19,7
50402,5,4
50403,24,15
50404,2,1
50405,13,7
50406,10,2
50407,11,6
50408,35,13
50409,20,16
50410,12,6
50411,2,0
50412,0,0
50413,18,16
50414,38,11
50415,4,1
50416,30,18
50417,2,2
50418,46,29
50419,49,24
50420,47,24
50421,43,12
50422,7,1
50423,1,1
50424,25,17
50425,10,6
50426,5,2
50427,5,3
50428,1,0
50429,5,3
50430,1,0
50431,31,15
50432,1,0
50433,2,1
50434,40,25
50435,3,2
50436,46,33
50437,4,2
50438,2,1
50439,24,8
50440,5,1
50441,49,24
50442,11,6
50443,21,16
50444,10,5
50445,8,4
50446,2,1
50447,2,0
50448,11,6
50449,10,9
50450,3,2
50451,26,13
50452,5,5
50453,24,13
50454,46,22
50455,9,3
50456,0,0
50457,10,6
50458,87,38
50459,7,3
50460,2,1
50461,20,13
50462,3,2
50463,9,3
50464,13,7
50465,12,3
50466,1,1
50467,77,37
50468,2,1
50469,73,32
50470,25,6
50471,73,34
50472,24,7
50473,13,3
50474,45,14
50475,1,1
50476,9,8
50477,96,41
50478,16,5
50479,4,2
50480,0,0
50481,20,6
50482,9,1
50483,1,1
50484,1,1
50485,28,12
50486,5,3
50487,13,3
50488,34,10
50489,2,2
50490,17,5
50491,9,3
50492,0,0
50493,85,39
50494,4,1
50495,1,0
50496,4,2
50497,3,2
50498,0,0
50499,6,2
50500,0,0
50501,2,1
50502,6,1
50503,2,1
50504,4,1
50505,3,1
50506,58,31
50507,28,10
50508,26,16
50509,13,11
50510,23,14
50511,5,4
50512,1,0
50513,11,6
50514,52,31
50515,4,1
50516,4,3
50517,3,1
50518,2,2
50519,36,24
50520,6,3
50521,1,0
50522,65,30
50523,39,14
50524,2,0
50525,39,18
50526,9,5
50527,7,5
50528,49,24
50529,6,3
50530,9,5
50531,7,5
50532,1,0
50533,9,2
50534,56,37
50535,8,3
50536,19,1
50537,10,2
50538,22,9
50539,0,0
50540,3,2
50541,2,2
50542,25,13
50543,2,1
50544,11,7
50545,10,6
50546,58,27
50547,5,2
50548,7,2
50549,2,1
50550,54,19
50551,8,2
50552,0,0
50553,15,3
50554,6,0
50555,1,1
50556,50,24
50557,12,5
50558,63,32
50559,1,1
50560,14,6
50561,1,1
50562,4,1
50563,15,7
50564,68,22
50565,43,20
50566,1,0
50567,4,1
50568,102,24
50569,65,32
50570,0,0
50571,18,9
50572,4,2
50573,5,3
50574,10,6
50575,11,6
50576,13,1
50577,33,13
50578,70,42
50579,2,2
50580,0,0
50581,55,22
50582,78,50
50583,91,37
50584,36,7
50585,1,0
50586,15,9
50587,35,17
50588,21,10
50589,14,4
50590,21,7
50591,26,10
50592,8,8
50593,1,1
50594,0,0
50595,1,0
50596,37,23
50597,3,0
50598,64,15
50599,29,16
50600,10,6
50601,1,1
50602,22,9
50603,14,7
50604,19,3
50605,28,18
50606,0,0
50607,70,9
50608,136,45
50609,52,16
50610,10,4
50611,1,0
50612,2,2
50613,2,1
50614,3,1
50615,3,2
50616,8,5
50617,20,12
50618,20,6
50619,5,5
50620,9,9
50621,20,13
50622,2,1
50623,10,7
50624,55,24
50625,0,0
50626,7,5
50627,1,1
50628,12,4
50629,0,0
50630,9,8
50631,1,0
50632,21,11
50633,0,0
50634,22,8
50635,36,12
50636,3,3
50637,59,25
50638,1,1
50639,16,5
50640,1,0
50641,51,24
50642,20,1
50643,133,54
50644,12,7
50645,35,20
50646,18,7
50647,24,10
50648,38,20
50649,51,35
50650,2,2
50651,0,0
50652,13,8
50653,1,0
50654,18,9
50655,1,0
50656,13,6
50657,23,12
50658,0,0
50659,2,2
50660,4,1
50661,23,7
50662,20,5
50663,13,9
50664,11,4
50665,1,1
50666,68,29
50667,11,4
50668,9,6
50669,49,15
50670,7,3
50671,8,3
50672,20,17
50673,24,6
50674,9,3
50675,72,30
50676,15,7
50677,9,2
50678,1,0
50679,22,9
50680,55,34
50681,15,11
50682,4,3
50683,5,3
50684,10,4
50685,8,5
50686,8,3
50687,1,0
50688,4,2
50689,9,3
50690,2,0
50691,0,0
50692,8,5
50693,18,9
50694,2,2
50695,3,2
50696,13,11
50697,32,16
50698,7,3
50699,45,12
50700,123,53
50701,15,5
50702,9,6
50703,0,0
50704,4,1
50705,5,1
50706,19,12
50707,15,4
50708,3,0
50709,10,3
50710,3,2
50711,2,2
50712,47,16
50713,0,0
50714,3,1
50715,0,0
50716,13,3
50717,8,5
50718,18,8
50719,23,15
50720,1,0
50721,16,9
50722,15,9
50723,4,1
50724,11,7
50725,7,7
50726,3,0
50727,3,2
50728,4,4
50729,58,25
50730,0,0
50731,0,0
50732,21,12
50733,9,6
50734,34,12
50735,3,2
50736,15,5
50737,0,0
50738,3,0
50739,2,0
50740,30,13
50741,20,14
50742,12,2
50743,103,44
50744,0,0
50745,4,2
50746,3,0
50747,61,38
50748,4,2
50749,24,14
50750,2,0
50751,7,3
50752,51,19
50753,31,11
50754,44,17
50755,14,10
50756,1,1
50757,56,20
50758,40,22
50759,26,15
50760,34,16
50761,67,29
50762,61,21
50763,1,1
50764,9,7
50765,1,1
50766,3,2
50767,19,11
50768,5,4
50769,23,8
50770,3,2
50771,4,1
50772,2,0
50773,17,8
50774,2,1
50775,9,6
50776,5,0
50777,11,5
50778,4,2
50779,8,3
50780,29,14
50781,2,1
50782,25,8
50783,0,0
50784,18,14
50785,12,5
50786,6,3
50787,0,0
50788,13,6
50789,15,10
50790,15,5
50791,10,2
50792,1,0
50793,15,5
50794,50,27
50795,32,19
50796,37,12
50797,66,24
50798,1,0
50799,10,7
50800,13,9
50801,29,19
50802,21,7
50803,29,19
50804,46,20
50805,69,31
50806,96,27
50807,3,1
50808,5,3
50809,6,4
50810,5,1
50811,3,1
50812,0,0
50813,8,3
50814,5,4
50815,27,10
50816,2,0
50817,97,57
50818,25,21
50819,3,2
50820,10,2
50821,4,0
50822,12,6
50823,10,2
50824,5,3
50825,4,3
50826,13,6
50827,19,12
50828,5,0
50829,7,2
50830,32,16
50831,2,2
50832,9,3
50833,1,1
50834,9,6
50835,3,2
50836,5,1
50837,1,0
50838,65,22
50839,2,0
50840,3,3
50841,1,1
50842,36,17
50843,33,10
50844,12,7
50845,32,18
50846,31,9
50847,4,2
50848,61,25
50849,5,3
50850,19,5
50851,1,1
50852,5,2
50853,10,4
50854,8,4
50855,1,1
50856,3,2
50857,38,25
50858,21,10
50859,92,37
50860,36,10
50861,20,6
50862,0,0
50863,1,1
50864,9,3
50865,31,17
50866,7,1
50867,3,1
50868,26,19
50869,22,8
50870,4,4
50871,6,3
50872,27,15
50873,0,0
50874,13,8
50875,21,13
50876,65,32
50877,7,6
50878,24,14
50879,1,1
50880,1,0
50881,6,3
50882,3,1
50883,3,2
50884,53,19
50885,5,0
50886,21,2
50887,13,4
50888,3,2
50889,11,1
50890,1,0
50891,5,4
50892,5,2
50893,0,0
50894,4,1
50895,0,0
50896,3,3
50897,1,0
50898,19,7
50899,15,8
50900,5,3
50901,63,26
50902,11,5
50903,5,0
50904,3,2
50905,4,1
50906,31,11
50907,22,8
50908,59,17
50909,32,9
50910,33,18
50911,3,0
50912,18,4
50913,3,2
50914,3,3
50915,2,1
50916,3,1
50917,58,27
50918,0,0
50919,3,2
50920,0,0
50921,22,15
50922,29,16
50923,4,3
50924,7,2
50925,1,0
50926,4,0
50927,18,10
50928,37,14
50929,11,1
50930,17,12
50931,4,1
50932,112,40
50933,0,0
50934,0,0
50935,8,4
50936,3,1
50937,0,0
50938,18,5
50939,10,5
50940,3,0
50941,15,8
50942,5,1
50943,45,23
50944,28,18
50945,8,3
50946,25,10
50947,0,0
50948,1,1
50949,1,1
50950,26,19
50951,87,38
50952,11,9
50953,2,1
50954,1,1
50955,46,15
50956,1,1
50957,9,5
50958,28,1
50959,47,23
50960,3,0
50961,20,7
50962,4,1
50963,1,0
50964,3,1
50965,4,0
50966,8,2
50967,2,1
50968,3,2
50969,32,13
50970,45,19
50971,13,7
50972,2,0
50973,0,0
50974,1,0
50975,4,3
50976,11,3
50977,69,30
50978,17,6
50979,16,11
50980,33,20
50981,1,0
50982,56,30
50983,5,1
50984,4,3
50985,10,7
50986,48,25
50987,21,2
50988,1,1
50989,2,1
50990,1,0
50991,4,2
50992,40,14
50993,10,2
50994,26,10
50995,23,13
50996,1,0
50997,41,14
50998,5,1
50999,16,7
51000,7,4
51001,7,4
51002,11,1
51003,16,7
51004,8,6
51005,9,4
51006,7,5
51007,32,15
51008,30,21
51009,82,28
51010,4,1
51011,0,0
51012,5,1
51013,6,4
51014,5,4
51015,7,3
51016,9,1
51017,18,8
51018,2,1
51019,16,8
51020,72,37
51021,2,1
51022,35,13
51023,33,20
51024,8,4
51025,12,5
51026,27,5
51027,3,0
51028,21,9
51029,6,2
51030,49,14
51031,3,0
51032,16,9
51033,3,1
51034,8,4
51035,12,3
51036,3,2
51037,5,2
51038,1,1
51039,15,4
51040,18,4
51041,9,6
51042,8,3
51043,28,15
51044,19,11
51045,27,18
51046,15,6
51047,1,0
51048,0,0
51049,7,3
51050,5,1
51051,1,0
51052,0,0
51053,19,3
51054,13,7
51055,0,0
51056,2,1
51057,5,2
51058,21,10
51059,15,4
51060,13,5
51061,25,6
51062,17,7
51063,27,14
51064,51,22
51065,9,8
51066,13,6
51067,1,1
51068,2,0
51069,89,28
51070,45,23
51071,25,13
51072,47,22
51073,1,0
51074,66,20
51075,19,10
51076,0,0
51077,33,20
51078,1,1
51079,24,8
51080,1,1
51081,16,5
51082,3,1
51083,18,10
51084,4,3
51085,3,2
51086,39,7
51087,15,7
51088,1,1
51089,14,9
51090,1,0
51091,9,4
51092,24,11
51093,53,16
51094,4,2
51095,31,18
51096,9,4
51097,12,9
51098,8,4
51099,53,33
51100,25,10
51101,21,10
51102,3,1
51103,1,1
51104,18,18
51105,5,4
51106,17,4
51107,0,0
51108,2,0
51109,12,5
51110,11,5
51111,32,10
51112,29,8
51113,16,8
51114,6,3
51115,0,0
51116,0,0
51117,49,26
51118,85,35
51119,40,14
51120,2,2
51121,33,15
51122,19,10
51123,24,7
51124,0,0
51125,6,3
51126,71,14
51127,63,21
51128,4,4
51129,7,4
51130,51,29
51131,14,4
51132,34,9
51133,29,21
51134,1,1
51135,60,31
51136,20,8
51137,4,2
51138,14,3
51139,8,5
51140,67,34
51141,92,36
51142,25,17
51143,16,4
51144,108,56
51145,36,21
51146,0,0
51147,25,14
51148,29,21
51149,48,22
51150,18,9
51151,0,0
51152,6,4
51153,15,10
51154,1,0
51155,11,4
51156,2,1
51157,17,7
51158,52,17
51159,11,7
51160,0,0
51161,40,22
51162,88,29
51163,0,0
51164,10,5
51165,0,0
51166,6,2
51167,0,0
51168,2,2
51169,16,10
51170,2,1
51171,1,1
51172,47,19
51173,0,0
51174,45,20
51175,13,5
51176,38,22
51177,28,8
51178,58,22
51179,7,3
51180,32,15
51181,1,1
51182,1,1
51183,4,3
51184,15,3
51185,27,10
51186,2,0
51187,28,10
51188,25,12
51189,33,20
51190,4,2
51191,0,0
51192,0,0
51193,5,0
51194,27,21
51195,56,20
51196,4,0
51197,31,11
51198,36,18
51199,4,4
51200,18,8
51201,12,10
51202,1,1
51203,2,0
51204,3,1
51205,9,5
51206,8,3
51207,1,1
51208,0,0
51209,0,0
51210,10,2
51211,4,3
51212,0,0
51213,4,4
51214,7,7
51215,5,2
51216,19,3
51217,0,0
51218,3,2
51219,7,4
51220,7,6
51221,1,0
51222,0,0
51223,0,0
51224,0,0
51225,38,9
51226,10,2
51227,84,28
51228,42,19
51229,0,0
51230,9,5
51231,5,3
51232,4,0
51233,16,10
51234,17,6
51235,9,5
51236,3,1
51237,4,1
51238,32,14
51239,6,4
51240,22,11
51241,22,12
51242,4,2
51243,9,8
51244,36,20
51245,31,10
51246,12,7
51247,6,5
51248,1,1
51249,29,21
51250,103,39
51251,24,15
51252,0,0
51253,20,12
51254,6,5
51255,5,5
51256,86,58
51257,8,5
51258,11,4
51259,2,0
51260,15,7
51261,60,31
51262,53,15
51263,28,9
51264,3,3
51265,2,0
51266,5,3
51267,18,5
51268,30,19
51269,4,1
51270,20,10
51271,22,3
51272,65,36
51273,18,9
51274,12,8
51275,3,2
51276,1,1
51277,3,2
51278,32,18
51279,17,5
51280,23,9
51281,3,1
51282,6,5
51283,2,2
51284,1,0
51285,9,6
51286,8,5
51287,2,0
51288,31,14
51289,10,7
51290,25,12
51291,9,5
51292,2,0
51293,49,10
51294,20,3
51295,26,12
51296,34,14
51297,2,1
51298,2,2
51299,41,18
51300,24,13
51301,28,9
51302,20,10
51303,3,1
51304,4,3
51305,4,2
51306,11,7
51307,2,1
51308,30,12
51309,144,46
51310,7,2
51311,49,33
51312,42,11
51313,1,1
51314,13,7
51315,15,4
51316,3,0
51317,39,17
51318,2,0
51319,5,1
51320,2,1
51321,1,0
51322,38,17
51323,4,2
51324,9,8
51325,37,20
51326,9,4
51327,8,5
51328,5,3
51329,20,16
51330,34,27
51331,1,0
51332,55,22
51333,31,23
51334,17,7
51335,1,0
51336,15,9
51337,13,10
51338,47,23
51339,5,2
51340,10,1
51341,4,3
51342,2,1
51343,1,1
51344,7,2
51345,3,1
51346,0,0
51347,14,8
51348,34,23
51349,6,4
51350,0,0
51351,0,0
51352,4,3
51353,21,3
51354,15,9
51355,1,0
51356,7,3
51357,4,1
51358,0,0
51359,46,20
51360,8,3
51361,17,4
51362,24,12
51363,70,36
51364,1,0
51365,89,30
51366,2,2
51367,0,0
51368,2,2
51369,23,13
51370,32,22
51371,7,1
51372,4,3
51373,0,0
51374,32,12
51375,2,0
51376,12,1
51377,15,8
51378,72,34
51379,5,4
51380,11,8
51381,2,2
51382,8,5
51383,24,12
51384,41,13
51385,42,27
51386,7,0
51387,3,0
51388,0,0
51389,55,27
51390,2,2
51391,31,11
51392,2,0
51393,49,26
51394,1,1
51395,2,1
51396,4,3
51397,12,9
51398,12,5
51399,3,2
51400,4,1
51401,0,0
51402,1,0
51403,28,17
51404,55,35
51405,14,7
51406,45,24
51407,56,20
51408,0,0
51409,71,34
51410,6,6
51411,47,24
51412,6,0
51413,2,1
51414,58,27
51415,0,0
51416,12,3
51417,1,1
51418,4,1
51419,10,8
51420,4,4
51421,6,4
51422,39,16
51423,2,2
51424,2,1
51425,5,2
51426,3,1
51427,6,5
51428,1,1
51429,24,15
51430,9,3
51431,12,8
51432,12,6
51433,5,1
51434,1,1
51435,40,19
51436,1,0
51437,21,1
51438,21,11
51439,66,27
51440,23,6
51441,3,2
51442,9,2
51443,6,4
51444,10,4
51445,5,1
51446,15,8
51447,0,0
51448,1,1
51449,14,14
51450,26,12
51451,0,0
51452,34,12
51453,3,3
51454,21,14
51455,13,8
51456,0,0
51457,28,7
51458,1,0
51459,33,16
51460,24,2
51461,16,8
51462,7,1
51463,13,6
51464,22,15
51465,9,0
51466,33,15
51467,11,7
51468,28,9
51469,4,4
51470,37,24
51471,16,10
51472,32,8
51473,25,12
51474,12,10
51475,24,5
51476,11,7
51477,11,3
51478,54,24
51479,20,8
51480,82,42
51481,1,1
51482,1,0
51483,37,14
51484,7,1
51485,21,12
51486,15,10
51487,3,1
51488,4,2
51489,31,15
51490,28,12
51491,6,0
51492,12,4
51493,2,1
51494,3,2
51495,33,13
51496,79,23
51497,2,0
51498,17,7
51499,52,29
51500,3,2
51501,1,0
51502,15,7
51503,1,1
51504,0,0
51505,5,4
51506,44,19
51507,52,31
51508,6,6
51509,29,11
51510,6,1
51511,31,23
51512,30,12
51513,54,26
51514,0,0
51515,67,23
51516,50,24
51517,18,14
51518,1,0
51519,14,11
51520,0,0
51521,11,2
51522,4,0
51523,9,2
51524,20,10
51525,7,1
51526,2,1
51527,2,2
51528,10,5
51529,2,1
51530,16,9
51531,62,32
51532,3,0
51533,19,10
51534,0,0
51535,23,7
51536,6,1
51537,19,1
51538,16,8
51539,14,7
51540,29,16
51541,57,29
51542,5,4
51543,2,0
51544,10,2
51545,25,19
51546,1,0
51547,9,6
51548,1,0
51549,49,20
51550,0,0
51551,51,31
51552,35,11
51553,3,2
51554,52,29
51555,0,0
51556,1,1
51557,1,0
51558,3,1
51559,42,27
51560,14,2
51561,30,7
51562,57,22
51563,2,1
51564,16,7
51565,11,6
51566,104,38
51567,10,2
51568,3,2
51569,51,26
51570,1,1
51571,29,11
51572,79,28
51573,20,14
51574,64,28
51575,7,3
51576,33,15
51577,16,9
51578,23,7
51579,22,6
51580,5,1
51581,0,0
51582,6,2
51583,1,0
51584,28,14
51585,5,4
51586,4,1
51587,7,2
51588,24,7
51589,15,6
51590,24,12
51591,38,22
51592,8,4
51593,1,0
51594,58,33
51595,16,7
51596,99,24
51597,3,1
51598,0,0
51599,47,16
51600,17,8
51601,6,2
51602,10,5
51603,72,34
51604,1,1
51605,10,5
51606,8,2
51607,0,0
51608,7,2
51609,64,28
51610,27,13
51611,12,7
51612,50,20
51613,37,6
51614,11,2
51615,12,4
51616,15,0
51617,7,6
51618,14,11
51619,52,22
51620,25,10
51621,14,9
51622,1,0
51623,2,2
51624,9,6
51625,39,19
51626,15,11
51627,13,6
51628,14,6
51629,3,0
51630,45,35
51631,27,9
51632,3,2
51633,14,10
51634,21,12
51635,45,21
51636,18,7
51637,29,14
51638,9,5
51639,1,0
51640,6,3
51641,6,3
51642,16,6
51643,25,17
51644,74,12
51645,50,25
51646,122,49
51647,15,2
51648,0,0
51649,16,12
51650,17,10
51651,2,1
51652,8,3
51653,10,3
51654,0,0
51655,2,0
51656,4,0
51657,2,2
51658,2,1
51659,10,3
51660,4,2
51661,24,14
51662,3,1
51663,5,1
51664,5,0
51665,19,10
51666,0,0
51667,31,23
51668,1,0
51669,6,3
51670,15,9
51671,1,0
51672,12,5
51673,42,25
51674,1,1
51675,8,4
51676,24,9
51677,2,2
51678,31,10
51679,38,13
51680,6,1
51681,18,8
51682,15,2
51683,16,2
51684,4,2
51685,5,4
51686,57,24
51687,48,12
51688,19,10
51689,70,38
51690,0,0
51691,4,2
51692,0,0
51693,12,7
51694,1,0
51695,1,0
51696,1,0
51697,5,3
51698,1,1
51699,0,0
51700,57,22
51701,2,2
51702,1,1
51703,1,0
51704,104,50
51705,0,0
51706,20,9
51707,6,2
51708,2,1
51709,10,3
51710,3,2
51711,42,24
51712,105,44
51713,45,20
51714,2,0
51715,1,0
51716,12,11
51717,53,29
51718,12,6
51719,92,43
51720,41,23
51721,45,26
51722,3,1
51723,9,4
51724,19,8
51725,3,3
51726,0,0
51727,25,10
51728,1,0
51729,28,17
51730,12,11
51731,1,1
51732,1,1
51733,7,5
51734,32,9
51735,3,0
51736,5,1
51737,8,3
51738,1,0
51739,4,2
51740,0,0
51741,2,0
51742,2,0
51743,0,0
51744,6,0
51745,12,7
51746,33,16
51747,1,0
51748,38,29
51749,8,4
51750,10,6
51751,1,1
51752,1,1
51753,78,36
51754,6,3
51755,7,5
51756,11,6
51757,3,1
51758,0,0
51759,22,10
51760,2,2
51761,1,1
51762,2,2
51763,20,12
51764,9,2
51765,57,27
51766,5,4
51767,1,0
51768,16,13
51769,66,28
51770,28,11
51771,27,18
51772,51,17
51773,19,14
51774,5,1
51775,30,14
51776,66,25
51777,36,20
51778,32,17
51779,0,0
51780,18,5
51781,15,7
51782,71,26
51783,11,5
51784,45,23
51785,6,2
51786,2,1
51787,25,9
51788,3,2
51789,2,2
51790,45,30
51791,15,1
51792,0,0
51793,0,0
51794,0,0
51795,5,4
51796,11,11
51797,8,3
51798,6,3
51799,31,10
51800,94,35
51801,2,0
51802,2,1
51803,82,39
51804,45,9
51805,3,1
51806,55,26
51807,1,0
51808,3,3
51809,14,5
51810,14,6
51811,7,4
51812,16,10
51813,10,3
51814,8,2
51815,9,5
51816,0,0
51817,34,20
51818,4,1
51819,3,2
51820,3,2
51821,28,13
51822,1,1
51823,10,3
51824,31,21
51825,3,3
51826,1,0
51827,0,0
51828,36,18
51829,10,6
51830,17,5
